episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/allreduce_latency,info/learner/default_policy/grad_gnorm,info/learner/default_policy/cur_lr,info/learner/default_policy/mean_q,info/learner/default_policy/min_q,info/learner/default_policy/max_q,info/learner/default_policy/mean_td_error
-179.17364978790283,-250.22337779402733,-214.69851379096508,42.5,2,6,1008,1008,False,2,1,1995c7c8534a4eca96f5dfa2c1eac689,2026-04-14_20-51-27,1776214287,3.4692320823669434,3.4692320823669434,34616,sammy-lg-gram,172.16.10.74,3.4692320823669434,0,1,33edd_00000,"[-179.17364978790283, -250.22337779402733]","[30, 55]",0.4128866028367428,1.5696747261181214,0.08889039357503256,21.55339927004095,0.0,1792.508,17.852,3.006,1008,1008,32,32,1008,1,27.240000000000002,80.36,0.0,4.988578,0.0005,-0.07839085906744003,-0.6359661817550659,0.6055808067321777,9.644308090209961
-179.17364978790283,-250.22337779402733,-214.69851379096508,42.5,0,6,2016,2016,False,2,2,1995c7c8534a4eca96f5dfa2c1eac689,2026-04-14_20-51-28,1776214288,1.911978006362915,5.381210088729858,34616,sammy-lg-gram,172.16.10.74,5.381210088729858,0,2,33edd_00000,"[-179.17364978790283, -250.22337779402733]","[30, 55]",0.4128866028367428,1.5696747261181214,0.08889039357503256,21.55339927004095,0.0,6.926,4620.263,1.677,2016,2016,480,480,2016,3,27.8,80.2,0.0,1.7292397,0.0005,-4.9351348876953125,-6.682521343231201,-2.9907636642456055,4.1818342208862305
-179.17364978790283,-250.22337779402733,-214.69851379096508,42.5,0,6,3024,3024,False,2,3,1995c7c8534a4eca96f5dfa2c1eac689,2026-04-14_20-51-30,1776214290,1.6532135009765625,7.034423589706421,34616,sammy-lg-gram,172.16.10.74,7.034423589706421,0,3,33edd_00000,"[-179.17364978790283, -250.22337779402733]","[30, 55]",0.4128866028367428,1.5696747261181214,0.08889039357503256,21.55339927004095,0.0,7.518,4256.691,1.846,3024,3024,928,928,3024,5,27.049999999999997,80.1,0.0,1.5322642,0.0005,-12.205162048339844,-14.551850318908691,-7.483468055725098,3.4050655364990234
-179.17364978790283,-250.22337779402733,-214.69851379096508,42.5,0,6,4032,4032,False,2,4,1995c7c8534a4eca96f5dfa2c1eac689,2026-04-14_20-51-32,1776214292,1.6442489624023438,8.678672552108765,34616,sammy-lg-gram,172.16.10.74,8.678672552108765,0,4,33edd_00000,"[-179.17364978790283, -250.22337779402733]","[30, 55]",0.4128866028367428,1.5696747261181214,0.08889039357503256,21.55339927004095,0.0,7.329,4366.238,2.057,4032,4032,1376,1376,4032,7,37.36666666666667,80.2,0.0,3.56331,0.0005,-23.159759521484375,-25.65581512451172,-17.27547836303711,2.6376302242279053
-179.17364978790283,-250.22337779402733,-214.69851379096508,42.5,0,6,5040,5040,False,2,5,1995c7c8534a4eca96f5dfa2c1eac689,2026-04-14_20-51-33,1776214293,1.6526458263397217,10.331318378448486,34616,sammy-lg-gram,172.16.10.74,10.331318378448486,0,5,33edd_00000,"[-179.17364978790283, -250.22337779402733]","[30, 55]",0.4128866028367428,1.5696747261181214,0.08889039357503256,21.55339927004095,0.0,8.165,3918.983,2.239,5040,5040,1824,1824,5040,9,37.349999999999994,80.25,0.0,1.5350249,0.0005,-36.02583312988281,-40.4853630065918,-28.800437927246094,-2.5453526973724365
323.15662882477045,-3245.317261978984,-1066.524925275892,203.6,3,6,6048,6048,False,5,6,1995c7c8534a4eca96f5dfa2c1eac689,2026-04-14_20-51-35,1776214295,1.7752602100372314,12.106578588485718,34616,sammy-lg-gram,172.16.10.74,12.106578588485718,0,6,33edd_00000,"[-179.17364978790283, -250.22337779402733, -3245.317261978984, -1981.0669656433165, 323.15662882477045]","[30, 55, 285, 327, 321]",0.3511995209008727,1.5525276045665457,0.0840039446610961,21.43988848613783,0.0,7.34,4359.828,1.705,6048,6048,2272,2272,6048,11,36.03333333333333,80.26666666666667,0.0,3.9480176,0.0005,-46.019859313964844,-56.69178009033203,3.210688829421997,0.18534335494041443
323.15662882477045,-4718.246457338333,-1588.3738096538,267.0,3,6,7056,7056,False,8,7,1995c7c8534a4eca96f5dfa2c1eac689,2026-04-14_20-51-37,1776214297,1.8603246212005615,13.96690320968628,34616,sammy-lg-gram,172.16.10.74,13.96690320968628,0,7,33edd_00000,"[-179.17364978790283, -250.22337779402733, -3245.317261978984, -1981.0669656433165, 323.15662882477045, -293.75329856574535, -4718.246457338333, -2362.3660949468613]","[30, 55, 285, 327, 321, 353, 388, 377]",0.35134540230485367,1.5504823111638257,0.0833611398386936,21.429050721181106,0.0,8.427,3797.372,2.366,7056,7056,2720,2720,7056,13,45.9,80.25,0.0,1.8943274,0.0005,-60.3508186340332,-72.53868103027344,-10.926142692565918,-2.7603888511657715
324.6932814270258,-4718.246457338333,-1375.8107995337082,279.22222222222223,1,6,8064,8064,False,9,8,1995c7c8534a4eca96f5dfa2c1eac689,2026-04-14_20-51-39,1776214299,1.755721092224121,15.7226243019104,34616,sammy-lg-gram,172.16.10.74,15.7226243019104,0,8,33edd_00000,"[-179.17364978790283, -250.22337779402733, -3245.317261978984, -1981.0669656433165, 323.15662882477045, -293.75329856574535, -4718.246457338333, -2362.3660949468613, 324.6932814270258]","[30, 55, 285, 327, 321, 353, 388, 377, 377]",0.35054839676057986,1.5528524444965286,0.08702088915536563,21.45583980283131,0.0,8.229,3888.498,2.062,8064,8064,3168,3168,8064,15,41.4,80.4,0.0,3.2621439,0.0005,-68.49967956542969,-90.4258804321289,6.628243446350098,-3.5475502014160156
324.6932814270258,-4718.246457338333,-1329.0298124954782,279.54545454545456,2,6,9072,9072,False,11,9,1995c7c8534a4eca96f5dfa2c1eac689,2026-04-14_20-51-41,1776214301,1.802018642425537,17.524642944335938,34616,sammy-lg-gram,172.16.10.74,17.524642944335938,0,9,33edd_00000,"[-179.17364978790283, -250.22337779402733, -3245.317261978984, -1981.0669656433165, 323.15662882477045, -293.75329856574535, -4718.246457338333, -2362.3660949468613, 324.6932814270258, -556.3123254179955, -1680.7184162288904]","[30, 55, 285, 327, 321, 353, 388, 377, 377, 81, 481]",0.3481201064014471,1.5608012224294525,0.08455944870149781,21.522310436772504,0.0,7.606,4207.189,2.654,9072,9072,3616,3616,9072,17,43.9,80.45,0.0,5.8779044,0.0005,-76.27456665039062,-111.43329620361328,31.388723373413086,-3.279752254486084
324.6932814270258,-4718.246457338333,-1329.0298124954782,279.54545454545456,0,6,10080,10080,False,11,10,1995c7c8534a4eca96f5dfa2c1eac689,2026-04-14_20-51-43,1776214303,1.9316051006317139,19.45624804496765,34616,sammy-lg-gram,172.16.10.74,19.45624804496765,0,10,33edd_00000,"[-179.17364978790283, -250.22337779402733, -3245.317261978984, -1981.0669656433165, 323.15662882477045, -293.75329856574535, -4718.246457338333, -2362.3660949468613, 324.6932814270258, -556.3123254179955, -1680.7184162288904]","[30, 55, 285, 327, 321, 353, 388, 377, 377, 81, 481]",0.3481201064014471,1.5608012224294525,0.08455944870149781,21.522310436772504,0.0,7.692,4159.945,1.817,10080,10080,4064,4064,10080,19,36.13333333333333,80.5,0.0,2.8140795,0.0005,-65.5771713256836,-132.2704620361328,52.670291900634766,-6.283990859985352
